pitch,age,gender,speaking_rate,speech_monotony,accent,desc0,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9
slightly high-pitch,middle-aged adult,male,fast,expressive and animated,unknown,"A middle-aged man with a slightly high pitch, speaking quickly and in an expressive, animated way.","This male voice sounds middle-aged, a bit high in pitch, fast-paced, and lively in delivery.",A fast-speaking middle-aged male voice with a slightly high pitch and energetic expression.,"He has a slightly high-pitched voice, speaks quickly, and sounds expressive and animated.","A male speaker with a middle-aged sound, a somewhat high pitch, and a brisk, lively speaking style.","This is a middle-aged man whose voice is slightly high, fast, and full of animated expression.",A quick-speaking male voice with a slightly high pitch and a naturally expressive tone.,"The voice sounds like a middle-aged man, slightly high in pitch, speaking rapidly and with energy.","A male, middle-aged voice that is a little high-pitched, fast, and very animated.","This speaker has a slightly high-pitched, fast-moving voice with an expressive, lively style."
slightly high-pitch,middle-aged adult,male,fast,slightly expressive and animated,unknown,A middle-aged man with a slightly high-pitched voice who speaks quickly and sounds mildly expressive.,"This male speaker sounds middle-aged, with a slightly high pitch, fast delivery, and a touch of animation.",A fast-talking middle-aged man with a somewhat high-pitched voice and a lightly expressive tone.,"The voice belongs to a middle-aged male, slightly high in pitch, speaking at a quick pace with some animation.","A middle-aged man whose voice is a bit high-pitched, delivered quickly and with mild expressiveness.","This is a male voice from a middle-aged adult, slightly high in pitch, fast-speaking, and a little animated.","A slightly high-pitched, fast-paced male voice that sounds like a middle-aged adult and carries some expressiveness.","The speaker sounds like a middle-aged man with a modestly high pitch, quick speech, and a lively edge.","A male middle-aged voice with a slightly high pitch, brisk delivery, and a subtly animated feel.","This middle-aged male speaker has a slightly high-pitched voice, speaks rapidly, and sounds somewhat expressive."
slightly high-pitch,middle-aged adult,male,fast,monotone,unknown,"A middle-aged man with a slightly high-pitched, fast, monotone voice.","This male speaker sounds middle-aged, slightly high-pitched, and speaks quickly with a monotone delivery.",A fast-speaking middle-aged male voice with a slightly high pitch and little variation.,"The speaker is a middle-aged man whose voice is slightly high-pitched, quick, and monotone.","A male voice that sounds middle-aged, speaks fast, and has a slightly high-pitched monotone tone.","This middle-aged man speaks rapidly in a slightly high-pitched, flat voice.","A slightly high-pitched, monotone male voice that belongs to a middle-aged adult and comes across fast.","The voice is male and middle-aged, with a slightly high pitch and a fast, even delivery.","A middle-aged male speaker with a quick pace, slightly high pitch, and monotone style.",This speaker sounds like a middle-aged man with a slightly high-pitched voice that is fast and monotone.
slightly high-pitch,middle-aged adult,male,fast,unknown,unknown,"A middle-aged man with a slightly high-pitched, fast-speaking voice.","This male voice sounds middle-aged, slightly high-pitched, and quick-paced.",A fast-talking middle-aged man with a slightly high pitch.,"The speaker is a middle-aged male with a slightly high-pitched, rapid voice.","A male voice that sounds middle-aged, slightly high-pitched, and brisk.",This is a middle-aged man speaking quickly with a slightly high pitch.,"A slightly high-pitched, fast-speaking male voice from a middle-aged adult.",The voice belongs to a middle-aged male and has a slightly high pitch with a fast rate.,"A middle-aged man with a quick, slightly high-pitched speaking style.",This speaker sounds like a middle-aged male with a slightly high pitch and fast delivery.
slightly high-pitch,middle-aged adult,male,fast,very monotone,unknown,"A middle-aged male voice with a slightly high pitch, fast delivery, and a very monotone style.",This is a middle-aged man with a slightly high-pitched voice that speaks quickly and stays very monotone.,"A fast-speaking, very monotone male voice with a slightly high pitch and a middle-aged adult tone.","The speaker sounds like a middle-aged man, slightly high-pitched, quick in pace, and very monotone.","A male voice from a middle-aged adult, marked by a slightly high pitch, fast speech, and strong monotony.",This voice belongs to a middle-aged man who speaks fast in a very monotone manner with a slightly high pitch.,"A slightly high-pitched male voice with a middle-aged adult quality, fast pacing, and very little variation.","The speaker is a middle-aged male with fast speech, a slightly high pitch, and a very monotone delivery.","A middle-aged man speaks here in a fast, very monotone voice with a slightly high pitch.","This profile describes a middle-aged male voice that is slightly high-pitched, quick, and very monotone."
slightly high-pitch,middle-aged adult,male,fast,very expressive and animated,unknown,A middle-aged man with a slightly high-pitched voice who speaks fast and sounds very expressive and animated.,"This male speaker has a slightly high pitch, a fast speaking rate, and a very animated, expressive delivery.","A middle-aged male voice with a slightly high pitch, quick speech, and a lively, expressive tone.","He sounds like a middle-aged man with a slightly high-pitched voice, speaking quickly and very expressively.","A fast-speaking middle-aged male with a slightly high-pitched voice and an animated, expressive style.","This is a middle-aged man whose voice is slightly high-pitched, fast-paced, and very lively.","A male speaker in middle age with a slightly high pitch, rapid speech, and a highly expressive delivery.","He has a slightly high-pitched male voice, speaks fast, and comes across as very animated.","A middle-aged adult male voice that is slightly high-pitched, quick, and full of expression.","This speaker sounds like a middle-aged man with a slightly high-pitched voice and a fast, animated way of speaking."
slightly high-pitch,middle-aged adult,male,unknown,expressive and animated,unknown,"A middle-aged male voice with a slightly high pitch and an expressive, animated delivery.",This middle-aged man speaks with a slightly high-pitched voice that sounds lively and animated.,"An expressive, animated male voice from a middle-aged adult, carried with a slightly high pitch.","A slightly high-pitched male voice with a middle-aged feel and a lively, expressive manner.","The speaker sounds like a middle-aged man with a slightly high pitch and energetic, animated speech.",A middle-aged adult male with a voice that is slightly high-pitched and full of expression.,"This voice belongs to a middle-aged male and comes across as animated, expressive, and slightly high in pitch.","A lively, expressive male voice with a slightly high pitch, sounding like a middle-aged adult.","The speaker has a slightly high-pitched, animated male voice that fits a middle-aged adult.",A middle-aged male voice that is slightly high-pitched and notably expressive and animated.
slightly high-pitch,middle-aged adult,male,unknown,slightly expressive and animated,unknown,A middle-aged male voice with a slightly high pitch and a lightly animated delivery.,"This speaker sounds like a middle-aged man, with a slightly high-pitched and somewhat expressive voice.","A slightly high-pitched male voice from a middle-aged adult, spoken with mild animation.",The voice belongs to a middle-aged man and carries a slightly high pitch with a bit of expressive energy.,"A middle-aged adult male speaks here in a slightly high-pitched, subtly animated way.","This is a middle-aged male voice, slightly high in pitch and just a little lively.","A male speaker with a middle-aged sound, featuring a slightly high pitch and gentle expressiveness.",The profile suggests a middle-aged man whose voice is slightly high-pitched and lightly animated.,"A slightly high-pitched voice from a middle-aged male, with a touch of expressiveness.","This sounds like a middle-aged man speaking in a slightly high-pitched, mildly animated voice."
slightly high-pitch,middle-aged adult,male,unknown,monotone,unknown,A middle-aged male voice with a slightly high pitch and a monotone delivery.,"This is a middle-aged man speaking in a slightly high-pitched, monotone voice.","A male voice from a middle-aged adult, marked by a slightly high pitch and little variation.","The speaker sounds like a middle-aged man with a slightly high-pitched, monotone tone.","A slightly high-pitched, monotone male voice belonging to a middle-aged adult.",A middle-aged male speaker with a voice that is slightly high in pitch and very monotone.,"This voice sounds male and middle-aged, with a slightly high pitch and flat delivery.","A monotone voice from a middle-aged man, with a slightly high pitch.",The speaker has a middle-aged male voice that is slightly high-pitched and monotone.,"A male, middle-aged voice with a mildly high pitch and a flat, monotone style."
slightly high-pitch,middle-aged adult,male,unknown,unknown,unknown,A middle-aged male with a slightly high-pitched voice.,This middle-aged man speaks with a slightly high pitch.,He has a slightly high-pitched voice and sounds middle-aged.,A male voice that is slightly high-pitched and middle-aged.,This speaker is a middle-aged male with a lightly high-pitched tone.,"His voice is slightly high-pitched, with a middle-aged adult quality.",A middle-aged adult male voice with a slightly high pitch.,He sounds like a middle-aged man with a somewhat high-pitched voice.,"A male speaker with a slightly high-pitched, middle-aged voice.",This is a middle-aged male voice that sits slightly high in pitch.
slightly high-pitch,middle-aged adult,male,unknown,very monotone,unknown,"A middle-aged man with a slightly high-pitched, very monotone voice.","A male speaker with a slightly high pitch and a very flat, monotone delivery.",This middle-aged male voice sounds slightly high-pitched and highly monotone.,"A man of middle age speaking in a slightly high-pitched, very even tone.",A middle-aged adult male with a voice that is slightly high-pitched and notably monotone.,The speaker is a middle-aged man whose voice is slightly high-pitched and very flat.,"A slightly high-pitched, very monotone male voice from a middle-aged adult.",This middle-aged male speaker has a slightly high voice and an extremely monotone style.,A man in middle age speaking with a slightly high pitch and little variation.,"The voice belongs to a middle-aged male and sounds slightly high-pitched, with very monotone speech."
slightly high-pitch,middle-aged adult,male,unknown,very expressive and animated,unknown,"A middle-aged male voice with a slightly high pitch and a very expressive, animated delivery.","This is a middle-aged man speaking in a slightly high-pitched voice with lively, animated expression.",The speaker sounds like a middle-aged male with a slightly high pitch and strong expressive energy.,A male middle-aged voice that carries a slightly high pitch and speaks in a very animated way.,"This voice belongs to a middle-aged man, slightly high-pitched and full of expressive animation.",A slightly high-pitched male voice with the sound of a middle-aged adult and a highly animated style.,"The speaker has a middle-aged male voice that is slightly high-pitched, expressive, and lively.","A male voice from a middle-aged adult, marked by a slightly high pitch and very animated speech.","This sounds like a middle-aged man with a slightly high-pitched voice and an expressive, energetic tone.","A middle-aged male speaker with a slightly high-pitched voice and a very lively, animated delivery."
slightly high-pitch,middle-aged adult,male,slowly,expressive and animated,unknown,"A middle-aged male voice with a slightly high pitch, speaking slowly and sounding expressive and animated.","This is a middle-aged man with a slightly high-pitched voice, delivered at a slow pace and full of animation.","A slow-speaking middle-aged male voice, slightly high in pitch and noticeably expressive.","The voice belongs to a middle-aged man and comes across as slightly high-pitched, slow, and animated.","A middle-aged male speaker with a slightly high pitch who speaks slowly in an expressive, lively way.","This voice sounds like a middle-aged man with a slightly high-pitched tone, steady slow pacing, and animated delivery.","A slightly high-pitched male voice from a middle-aged adult, spoken slowly with an expressive style.","The speaker is a middle-aged male with a voice that is slightly high-pitched, slow, and full of expression.","A slowly spoken, expressive male voice with a slightly high pitch and a middle-aged adult sound.","This is a middle-aged man speaking slowly in a voice that is slightly high-pitched, animated, and expressive."
slightly high-pitch,middle-aged adult,male,slowly,slightly expressive and animated,unknown,"A middle-aged male with a slightly high pitch, speaking slowly with a mildly expressive, animated tone.",This middle-aged man has a slightly high-pitched voice and speaks slowly with a touch of animation.,"A male adult with a slightly high pitch, he talks slowly and sounds subtly expressive.","His voice is slightly high-pitched, and as a middle-aged man he speaks slowly with gentle animation.",A middle-aged male speaker with a slightly high-pitch who speaks at a slow pace and sounds a bit lively.,"He has a slightly high-pitched male voice, speaks slowly, and carries a lightly expressive tone.","A middle-aged man with a slightly high pitch, delivering speech slowly and with modest animation.","The speaker is a middle-aged male with a slightly high-pitched voice and a slow, mildly animated delivery.","A slightly high-pitched male voice, spoken slowly by a middle-aged adult with a touch of expressiveness.","This male speaker sounds middle-aged, has a slightly high pitch, and speaks slowly with mild energy."
slightly high-pitch,middle-aged adult,male,slowly,monotone,unknown,"A middle-aged man speaks in a slightly high-pitched, monotone voice at a slow pace.","This male voice sounds slightly high-pitched, slow, and flat, with a middle-aged adult quality.","The speaker is a middle-aged man with a slightly high pitch, speaking slowly and with little variation.","A slow, monotone male voice with a slightly high pitch suggests a middle-aged adult speaker.","He speaks as a middle-aged man, using a slightly high-pitched tone that stays monotone and measured.","The voice is male and middle-aged, with a slightly high pitch, slow delivery, and a flat tone.","A slightly high-pitched, monotone voice delivers speech slowly in a middle-aged male register.","This middle-aged adult male speaks slowly, with a voice that is slightly high-pitched and monotone.","The speaker sounds like a middle-aged man whose voice is slightly high-pitched, steady, and monotone.","A male middle-aged voice comes across as slightly high-pitched, slow-speaking, and consistently monotone."
slightly high-pitch,middle-aged adult,male,slowly,unknown,unknown,A middle-aged man with a slightly high-pitched voice who speaks slowly.,"This male voice sounds middle-aged, slightly high-pitched, and measured in pace.",A slow-speaking middle-aged man with a somewhat high pitch.,"The speaker is a middle-aged male with a slightly high-pitched, unhurried voice.","A male voice that sounds middle-aged, with slightly high pitch and slow delivery.",This is a middle-aged man speaking slowly in a slightly high-pitched voice.,A slightly high-pitched male voice from a middle-aged adult who speaks at a slow rate.,The voice belongs to a middle-aged man and sounds a bit high-pitched and deliberate.,A middle-aged male speaker with a mildly high pitch and a slow speaking style.,"This is a slow, slightly high-pitched voice from a middle-aged man."
slightly high-pitch,middle-aged adult,male,slowly,very monotone,unknown,"A middle-aged man with a slightly high pitch, speaking slowly in a very monotone way.","This middle-aged male voice sounds slightly high-pitched, slow, and very monotone.",A slowly spoken male voice with a slightly high pitch and a very monotone delivery.,"The speaker is a middle-aged man whose voice is slightly high-pitched, slow, and very monotone.","A male middle-aged voice with a slightly high pitch and a very slow, monotone style.","This voice belongs to a middle-aged man and sounds slightly high-pitched, slow, and highly monotone.","A slightly high-pitched male voice from a middle-aged adult, spoken slowly and very monotonously.","The speaker has a middle-aged male voice that is slightly high-pitched, slow, and very monotone.","A man with a middle-aged voice, speaking slowly in a very monotone tone with a slightly high pitch.","This is a middle-aged male speaker with a slightly high pitch, slow pace, and very monotone delivery."
slightly high-pitch,middle-aged adult,male,slightly slowly,expressive and animated,unknown,"A middle-aged male voice with a slightly high pitch and a slightly slow, expressive delivery.",This is a middle-aged man speaking in a slightly high-pitched voice that comes across as animated and a bit slow.,"A slightly high-pitched male voice from a middle-aged adult, spoken with expressive energy and a mildly slow pace.","The speaker sounds like a middle-aged man with a slightly high pitch, talking slightly slowly in an animated way.","A middle-aged male voice, slightly high in pitch, with expressive intonation and a somewhat slow speaking rate.","This voice belongs to a middle-aged man and sounds slightly high-pitched, expressive, and just a little slow.","A slightly high-pitched, middle-aged male voice that speaks with lively expression and a slightly slow pace.","The speaker has a middle-aged male voice, slightly high in pitch, and delivers speech in an expressive, mildly slow style.","A male middle-aged voice with a slightly high pitch, sounding animated and speaking a bit slowly.",This is an expressive middle-aged male voice with a slightly high pitch and a slightly slow speaking rate.
slightly high-pitch,middle-aged adult,male,slightly slowly,slightly expressive and animated,unknown,"A middle-aged male voice with a slightly high pitch and a slightly slow, gently animated delivery.","This is a middle-aged man speaking in a slightly high-pitched voice with a mildly slow, expressive cadence.","A slightly high-pitched male voice from a middle-aged adult, spoken a bit slowly and with some animation.","The speaker sounds like a middle-aged man, with slightly high pitch and a slightly slow, lively manner.","A middle-aged adult male voice that is a touch high-pitched, speaking a little slowly and with light expressiveness.","This voice belongs to a middle-aged man and comes across as slightly high-pitched, mildly slow, and animated.","A male voice in middle age with a slightly high pitch, delivered at a slightly slow pace and with subtle energy.","The speaker has a slightly high-pitched, middle-aged male voice that speaks a bit slowly and sounds somewhat expressive.","A middle-aged male speaker with a slightly high voice, talking slightly slowly in a mildly animated style.","This is a middle-aged man’s voice, slightly high in pitch and slightly slow, with a touch of expressiveness."
slightly high-pitch,middle-aged adult,male,slightly slowly,monotone,unknown,"A middle-aged man speaks in a slightly high-pitched, monotone voice at a slightly slow pace.","This is a middle-aged male voice with a slightly high pitch, a monotone delivery, and a slightly slow speaking rate.","He sounds like a middle-aged man, speaking slightly slowly in a monotone voice with a slightly high pitch.","The voice belongs to a middle-aged male and comes across as slightly high-pitched, monotone, and a bit slow.","A slightly high-pitched, monotone male voice from a middle-aged adult who speaks slightly slowly.","This middle-aged man has a slightly high pitch and a monotone style, with speech that is slightly slow.","A male speaker with a middle-aged sound, slightly high pitch, and a monotone, slightly slow delivery.","The voice is male and middle-aged, with a slightly high pitch, monotone tone, and slightly slow pacing.","He has a middle-aged male voice that is slightly high-pitched, monotone, and spoken slightly slowly.","A middle-aged adult male speaks with a slightly high pitch, a monotone manner, and a slightly slow rate."
slightly high-pitch,middle-aged adult,male,slightly slowly,unknown,unknown,A middle-aged male voice with a slightly high pitch and a slightly slow speaking rate.,"This profile sounds like a middle-aged man speaking a bit slowly, with a slightly high pitch.",A male middle-aged voice that is slightly high-pitched and speaks slightly slowly.,The speaker sounds like a middle-aged adult male with a slightly high voice and a gently slow pace.,"A slightly high-pitched male voice from a middle-aged adult, delivered at a slightly slow rate.",This is a middle-aged man whose voice is a little high and whose speech is slightly slow.,"A male voice in middle age, marked by a slightly high pitch and a slightly slow delivery.","The speaker has a slightly high-pitched, slightly slow manner of speech and sounds middle-aged and male.",A middle-aged male speaker with a voice that sits slightly high and moves at a slightly slow pace.,This voice belongs to a middle-aged man and sounds slightly high-pitched with a slightly slow speaking rate.
slightly high-pitch,middle-aged adult,male,slightly slowly,very monotone,unknown,"A middle-aged male voice with a slightly high pitch, a slow speaking rate, and a very monotone delivery.","This speaker sounds like a middle-aged man, speaking slightly slowly with a mildly high pitch and very little variation in tone.","A slightly high-pitched male voice from a middle-aged adult, delivered at a somewhat slow pace and in a very monotone style.","The voice is male and middle-aged, with a slightly high pitch, slow speech, and a strongly monotone quality.","A middle-aged man speaks here with a slightly high-pitched voice, a somewhat slow pace, and an extremely monotone delivery.","This is a male, middle-aged voice that sounds slightly high-pitched, speaks a bit slowly, and stays very monotone.","The speaker has a slightly high-pitch male voice, sounds middle-aged, and speaks in a slow, very monotone way.","A middle-aged adult male voice, slightly high in pitch, with slightly slow speech and very flat intonation.","This voice belongs to a middle-aged man and comes across as slightly high-pitched, slightly slow, and very monotone.","A male speaker with a middle-aged sound, a slightly high pitch, a somewhat slow rate, and a very monotone manner."
slightly high-pitch,middle-aged adult,male,slightly slowly,very expressive and animated,unknown,A middle-aged man with a slightly high-pitched voice who speaks a bit slowly and sounds very expressive and animated.,"This middle-aged male voice is slightly high-pitched, slightly slow in pace, and very expressive and animated.",A slightly high-pitched male voice from a middle-aged adult that comes across as slightly slow and very animated.,"The speaker sounds like a middle-aged man with a mildly high pitch, a slightly slow speaking rate, and a very expressive style.","A male voice with slightly high pitch, middle-aged tone, and a slightly slow delivery that feels very animated.","This is a middle-aged male speaker with a slightly high-pitched voice and a slightly slow, highly expressive manner.","A slightly high-pitched, middle-aged male voice that speaks a little slowly and sounds lively and animated.","The voice belongs to a middle-aged man and has a slightly high pitch, a slightly slow pace, and strong expressiveness.",A middle-aged adult male with a slightly high-pitched voice who speaks slightly slowly and sounds very animated.,"This male speaker sounds middle-aged, slightly high-pitched, slightly slow, and very expressive."
slightly high-pitch,middle-aged adult,unknown,very fast,expressive and animated,unknown,"A middle-aged adult with a slightly high pitch, very fast delivery, and an expressive, animated style.",This voice sounds like a middle-aged adult speaking very fast with a slightly high pitch and lively expression.,"An animated, expressive voice with a slightly high pitch and a very fast pace, typical of a middle-aged adult.","The speaker has a slightly high-pitched tone, talks very fast, and sounds expressive and animated as a middle-aged adult.","A middle-aged adult voice that is slightly high-pitched, very fast, and full of expressive energy.","This profile features a slightly high pitch, very fast speech, and an expressive, animated manner from a middle-aged adult.","A very fast, expressive voice with a slightly high pitch, sounding like a middle-aged adult.","The speaker’s voice is slightly high-pitched, very quick, and notably animated and expressive.","A middle-aged adult speaks in a very fast, expressive way with a slightly high-pitched voice.","This is a slightly high-pitched, very fast, expressive, and animated voice from a middle-aged adult."
slightly high-pitch,middle-aged adult,unknown,very fast,slightly expressive and animated,unknown,"A middle-aged adult with a slightly high pitch, speaking very fast with a slightly expressive, animated tone.","This voice sounds like a middle-aged adult with a slightly high pitch, very fast delivery, and mild expressiveness.","A slightly high-pitched, middle-aged adult voice that speaks very fast and comes across as a bit animated.","The speaker sounds middle-aged, with a slightly high pitch, very fast speech, and a touch of animation.","A middle-aged adult voice with a slightly high pitch, quick pacing, and slightly expressive phrasing.",This profile features a slightly high-pitched middle-aged adult voice that speaks very fast and feels lightly animated.,"A very fast-speaking middle-aged adult with a slightly high pitch and a slightly expressive, animated style.","The voice is slightly high-pitched, belongs to a middle-aged adult, and is delivered very fast with some animation.","A middle-aged adult voice that is a bit high in pitch, very quick in rate, and mildly expressive.",This sounds like a middle-aged adult speaking very fast in a slightly high pitch with an animated feel.
slightly high-pitch,middle-aged adult,unknown,very fast,monotone,unknown,"A middle-aged adult with a slightly high-pitched, very fast, monotone voice.","This speaker sounds like a middle-aged adult with a slightly high pitch, speaks very fast, and stays monotone.","A slightly high-pitched, monotone voice from a middle-aged adult who speaks very fast.","The voice is middle-aged and slightly high-pitched, with very fast, monotone delivery.","A middle-aged adult speaking very fast in a slightly high-pitched, monotone tone.","This is a very fast, monotone voice with a slightly high pitch and a middle-aged adult sound.","The speaker has a slightly high-pitched voice, sounds middle-aged, and speaks very fast with little variation.","A monotone, very fast delivery with a slightly high-pitched voice from a middle-aged adult.","The voice sounds like a middle-aged adult, with slightly high pitch, very fast speech, and a monotone style.","A middle-aged adult voice that is slightly high-pitched, very fast, and consistently monotone."
slightly high-pitch,middle-aged adult,unknown,very fast,unknown,unknown,A middle-aged adult with a slightly high-pitched voice and a very fast speaking rate.,"This speaker sounds like a middle-aged adult, speaking very fast with a slightly high-pitched voice.","A slightly high-pitched, very fast-speaking middle-aged adult voice.","The voice is that of a middle-aged adult, delivered very fast and a bit high-pitched.",A middle-aged adult with a voice that runs very fast and sits slightly high in pitch.,This profile sounds like a slightly high-pitched voice from a middle-aged adult who speaks very fast.,A very fast-speaking middle-aged adult with a slightly high pitch.,"The speaker has a slightly high-pitched tone and speaks very quickly, like a middle-aged adult.",A middle-aged adult voice that is slightly high-pitched and rapid.,"This is a very fast, slightly high-pitched voice belonging to a middle-aged adult."
slightly high-pitch,middle-aged adult,unknown,very fast,very monotone,unknown,"A middle-aged adult with a slightly high-pitched, very fast, and very monotone voice.","This speaker sounds like a middle-aged adult, speaking very fast in a slightly high-pitched, monotone tone.","A very monotone voice from a middle-aged adult, with slightly high pitch and rapid speech.","The voice is middle-aged and slightly high-pitched, delivered very fast and with little variation.","A middle-aged adult speaks here in a very fast, highly monotone style with a slightly high pitch.","This profile sounds like a slightly high-pitched, very monotone middle-aged adult who speaks extremely fast.","A very fast-speaking middle-aged adult with a slightly high-pitched, flat, monotone voice.","The speaker is middle-aged, uses a slightly high pitch, and talks very fast in a monotone way.","A slightly high-pitched and very monotone voice, spoken by a middle-aged adult at a very fast pace.","This is a middle-aged adult voice that is slightly high-pitched, very fast, and strongly monotone."
slightly high-pitch,middle-aged adult,unknown,very fast,very expressive and animated,unknown,"A middle-aged adult with a slightly high pitch, very fast speech, and an expressive, animated delivery.","This voice sounds like a middle-aged adult, slightly high-pitched and very fast, with lively expression throughout.",A very fast-speaking middle-aged adult voice that is slightly high in pitch and highly animated.,"The speaker sounds middle-aged, with a slightly high pitch, rapid pace, and an expressive, energetic style.",A slightly high-pitched middle-aged adult voice that speaks very quickly and sounds very animated.,"This is a middle-aged adult voice with a slightly high pitch, fast delivery, and strong expressiveness.","A lively middle-aged adult speaker with a slightly high pitch and a very fast, animated speaking style.","The voice has a slightly high pitch, belongs to a middle-aged adult, and comes across as very fast and expressive.","A middle-aged adult speaking very quickly in a slightly high-pitched, highly animated voice.","This profile sounds like a middle-aged adult with a slightly high pitch, rapid speech, and an expressive, lively tone."
slightly high-pitch,middle-aged adult,unknown,slightly fast,expressive and animated,unknown,"A slightly high-pitched, middle-aged adult voice that speaks a bit fast and sounds expressive and animated.","This middle-aged adult has a slightly high-pitched voice with a slightly fast, lively, and animated delivery.","A voice with slightly high pitch and a slightly fast pace, carried by an expressive and animated middle-aged adult.","The speaker sounds like a middle-aged adult with a slightly high-pitched voice and a quick, animated way of speaking.","A slightly high-pitched voice from a middle-aged adult that comes across as expressive, animated, and a little fast.","This voice is slightly high-pitched, spoken by a middle-aged adult with a slightly fast, lively, and expressive style.","A middle-aged adult voice with a slightly high pitch and a slightly fast cadence, full of expressive animation.","The speaker has a slightly high-pitched voice, sounds middle-aged, and speaks in an expressive, animated, slightly fast manner.","A slightly high-pitched, middle-aged adult voice that feels energetic, expressive, and a touch quick.","This is a middle-aged adult voice with slightly high pitch, slightly fast speech, and an animated, expressive tone."
slightly high-pitch,middle-aged adult,unknown,slightly fast,slightly expressive and animated,unknown,"A middle-aged adult with a slightly high pitch, speaking a bit fast and sounding lightly expressive and animated.","This voice sounds like a middle-aged adult with slightly high pitch, a somewhat fast pace, and a touch of animated expression.",A slightly high-pitched middle-aged adult voice that speaks a little fast and comes across as gently expressive.,"The speaker has a middle-aged adult tone with a slightly high pitch, a slightly fast delivery, and mild animation in the voice.","A middle-aged adult voice with a bit of high pitch, a slightly fast speaking rate, and a subtly expressive feel.","This is a slightly high-pitched voice from a middle-aged adult, delivered at a slightly fast pace with some animation.","A middle-aged adult speaks here with a slightly high pitch, a quickened but mild pace, and a lightly expressive style.","The voice is slightly high in pitch, belongs to a middle-aged adult, and sounds a little fast and animated.","A middle-aged adult with a slightly high-pitched voice, speaking slightly fast and showing gentle expressiveness.","This profile sounds like a middle-aged adult voice that is slightly high-pitched, somewhat fast, and modestly animated."
slightly high-pitch,middle-aged adult,unknown,slightly fast,monotone,unknown,"A middle-aged adult with a slightly high-pitched, slightly fast, monotone voice.","This speaker sounds like a middle-aged adult, with a slightly high pitch and a slightly fast, monotone delivery.","A slightly high-pitched, monotone voice from a middle-aged adult who speaks a bit fast.","The voice belongs to a middle-aged adult and has a slightly high pitch, a slightly fast pace, and a monotone tone.","A middle-aged adult speaking in a slightly high-pitched, slightly fast, and monotone manner.","This profile sounds like a middle-aged adult with a voice that is slightly high-pitched, slightly fast, and flat.","A slightly fast, monotone voice with a slightly high pitch, typical of a middle-aged adult.","The speaker has a middle-aged adult voice that is slightly high-pitched, speaks slightly fast, and stays monotone.","A monotone, slightly high-pitched voice delivered at a slightly fast pace by a middle-aged adult.","This is a middle-aged adult whose voice is slightly high-pitched, slightly fast, and consistently monotone."
slightly high-pitch,middle-aged adult,unknown,slightly fast,unknown,unknown,A middle-aged adult with a slightly high-pitched voice and a slightly fast speaking rate.,"This speaker sounds like a middle-aged adult, with a slightly high pitch and a slightly quick pace.",A slightly high-pitched voice from a middle-aged adult who speaks a bit fast.,"The voice is that of a middle-aged adult, delivered in a slightly high pitch and a slightly fast rate.",A middle-aged adult with a voice that sits slightly high and moves at a slightly fast pace.,"This profile suggests a middle-aged adult with a slightly high-pitched, slightly fast way of speaking.",A slightly fast speaker with a slightly high-pitched voice and a middle-aged adult sound.,"The speaker sounds middle-aged, with a slightly high pitch and a speaking rate that is slightly fast.","A middle-aged adult voice, slightly high in pitch and a little fast in delivery.",This is a middle-aged adult speaking in a slightly high pitch at a slightly fast pace.
slightly high-pitch,middle-aged adult,unknown,slightly fast,very monotone,unknown,"A middle-aged adult with a slightly high-pitched voice and a slightly fast, very monotone delivery.","This speaker sounds middle-aged, slightly high-pitched, and speaks a bit fast in a very monotone way.","A slightly high-pitched, very monotone voice from a middle-aged adult who speaks slightly fast.","The voice belongs to a middle-aged adult and comes across as slightly high-pitched, slightly fast, and very monotone.","A middle-aged adult speaks with a slightly high pitch, a slightly fast pace, and very little variation in tone.","This is a very monotone voice with a slightly high pitch and a slightly fast speaking rate, typical of a middle-aged adult.","The speaker sounds middle-aged, with a slightly high-pitched voice that is delivered slightly fast and very monotonously.","A slightly fast, very monotone delivery gives this middle-aged adult’s voice a slightly high-pitched quality.","This voice is from a middle-aged adult and has a slightly high pitch, a slightly fast rate, and a very monotone style.","The speaker’s voice is slightly high-pitched, slightly fast, and very monotone, with a middle-aged adult sound."
slightly high-pitch,middle-aged adult,unknown,slightly fast,very expressive and animated,unknown,"A slightly high-pitched, middle-aged voice that speaks a bit fast and sounds very expressive and animated.","This middle-aged speaker has a slightly high pitch, a slightly fast pace, and a very expressive, animated style.",A middle-aged adult voice with slightly high pitch and a slightly fast delivery that feels very expressive and animated.,"The voice is slightly high-pitched, speaks slightly fast, and comes across as very expressive and animated for a middle-aged adult.","A middle-aged voice with a slightly high pitch and slightly fast speech, marked by a very expressive, animated tone.","This speaker sounds like a middle-aged adult with a slightly high pitch, slightly fast pacing, and a very animated, expressive manner.",A slightly high-pitched voice from a middle-aged adult that moves at a slightly fast rate and sounds highly expressive.,"The voice has a slightly high pitch, a slightly fast speaking rate, and a very animated, expressive quality typical of a middle-aged adult.","A middle-aged adult speaks in a slightly high-pitched voice, at a slightly fast pace, with a very expressive and animated delivery.","This is a slightly high-pitched, middle-aged voice that is slightly fast and notably expressive and animated."
